period,power,depth,duration,snr,radius_rearth,semi_major_axis_au,file,prediction,status,confidence
0.7242448489697939,0.00021898375663465346,0.004340291,0.02,3.8123827,7.194193,0.015783263011497923,tess2026015060000-s1751-0000000275251343-0301-a_fast-lc.fits,0,False Positive,99.0
3.2574514902980596,3.774546771913569e-05,0.004274249,0.02,3.8448827,7.1392493,0.0430056142318005,tess2026015060000-s1751-0000000275180211-0301-a_fast-lc.fits,0,False Positive,83.0
3.795259051810362,1.6366141791068147e-05,0.0040763617,0.124,3.810332,6.972026,0.047617596079864016,tess2026015060000-s1751-0000000126194583-0301-a_fast-lc.fits,0,False Positive,82.33
0.6349269853970794,9.461394713334965e-06,0.0031840205,0.02,3.5510147,6.161842,0.014457361506871701,tess2026015060000-s1751-0000000018941472-0301-a_fast-lc.fits,0,False Positive,96.67
2.782356471294259,5.979265643661733e-06,0.0048880577,0.02,4.278335,7.6346793,0.0387152169408311,tess2026015060000-s1751-0000000239204158-0301-a_fast-lc.fits,0,False Positive,87.0
6.254350870174035,5.786359883189628e-06,0.0034283996,0.02,3.6858156,6.393937,0.06643465407656292,tess2026015060000-s1751-0000000138709216-0301-a_fast-lc.fits,0,False Positive,77.33
2.9096819363872775,3.825950713242747e-06,0.0032348633,0.02,3.5741017,6.2108436,0.03988750413327578,tess2026015060000-s1751-0000000020483979-0301-a_fast-lc.fits,0,False Positive,88.0
3.647029405881176,3.061392827952892e-06,0.0030100346,0.02,3.7012239,5.9911246,0.046369529967137654,tess2026015060000-s1751-0000000151280688-0301-a_fast-lc.fits,0,False Positive,82.67
